 -0.505119	0.764309	-0.26728
-0.701344	0.901909	-0.370964
-0.725569	0.801131	-0.434919
-0.773535	0.682912	-0.464958
-0.828284	0.663047	-0.488699
-0.677118	0.653842	-0.581239
-0.667913	0.605876	-0.542963
-0.701344	0.444051	-0.435403
-0.647564	0.387848	-0.38453
-0.643688	0.320502	-0.344316
-0.66113	0.414496	-0.402457
-0.713941	0.47409	-0.360789
-0.737197	0.500738	-0.312339
-0.731383	0.536107	-0.342862
-0.774019	0.375251	-0.53182
-0.891754	0.305967	-0.461082
-1.01918	0.0685593	-0.581239
-0.784679	0.242981	-0.728044
-0.722662	0.141235	-0.750816
-0.887394	0.131545	-0.707695
-0.784194	0.159162	-0.761475
-0.845726	0.0147792	-0.747909
-0.818109	-0.0390009	-0.809926
-0.772566	-0.0690403	-0.745002
-0.643688	-0.180961	-0.676202
-0.579248	-0.1766	-0.566704
-0.548724	-0.212938	-0.473194
-0.491553	-0.264296	-0.687346
-0.587485	-0.318076	-0.624845
-0.642234	-0.224567	-0.741126
-0.621885	-0.293366	-0.769227
-0.656285	-0.272533	-0.753239
-0.659192	-0.298211	-0.747909
-0.643688	-0.271564	-0.751785
-0.686809	-0.218752	-0.772134
-0.679056	-0.18726	-0.729013
-0.608803	-0.295304	-0.68783
-0.596206	-0.280285	-0.719323
-0.605896	-0.262358	-0.74161
-0.643688	-0.178538	-0.714478
-0.713941	-0.24104	-0.695582
-0.723146	-0.197919	-0.571549
-0.774019	-0.202764	-0.610794
-0.815202	-0.184837	-0.667966
-0.864622	-0.197434	-0.659245
-0.756093	-0.236679	-0.635504
-0.68051	-0.276409	-0.624845
-0.691169	-0.267203	-0.642771
-0.69989	-0.272048	-0.623391
-0.668397	-0.268657	-0.644709
-0.71491	-0.259451	-0.648101
-0.718301	-0.284161	-0.689768
-0.759	-0.301118	-0.720777
-0.786132	-0.251214	-0.740641
-0.684871	-0.23135	-0.644225
-0.62673	-0.183868	-0.698489
-0.690685	-0.11846	-0.788123
-0.740589	-0.107316	-0.743548
-0.656769	-0.200341	-0.640349
-0.625276	-0.20664	-0.674749

-0.444556	0.736692	-0.0875281
-0.434866	0.779329	-0.189274
-0.515778	0.820512	-0.200902
-0.600082	0.800647	-0.198964
-0.695045	0.857819	-0.220283
-0.717817	1.07052	-0.290536
-0.695045	0.932432	-0.259528
-0.697468	0.625741	-0.23288
-0.552601	1.03224	-0.521645
-0.467812	0.759464	-0.521645
-0.556961	0.565662	-0.43831
-0.553085	0.561301	-0.353522
-0.517716	0.5332	-0.416023
-0.616555	0.383488	-0.404395
-0.652893	0.395116	-0.382107
-0.609288	0.371375	-0.457206
-0.757546	0.321956	-0.466896
-0.720239	0.507037	-0.540541
-0.717817	0.650935	-0.520191
-0.944081	0.333099	-0.576394
-0.897084	0.0588692	-0.743548
-0.80309	0.226993	-0.639864
-0.825862	0.245404	-0.725137
-0.930999	0.184841	-0.699943
-0.932453	0.120401	-0.67378
-0.899506	0.138813	-0.662636
-0.732352	0.115556	-0.628721
-0.707158	0.137844	-0.543932
-0.749794	0.10199	-0.501296
-0.725569	0.0811564	-0.596259
-0.725084	0.0525706	-0.650039
-0.702313	-0.0108996	-0.627752
-0.665006	-0.0651642	-0.662636
-0.684386	-0.130088	-0.685408
-0.68584	-0.158189	-0.69316
-0.637873	-0.214392	-0.697036
-0.689716	-0.168364	-0.662636
-0.673242	-0.193074	-0.682016
-0.677603	-0.212454	-0.691706
-0.660645	-0.288037	-0.702365
-0.640296	-0.325344	-0.707695
-0.648533	-0.325828	-0.695582
-0.64611	-0.35296	-0.712056
-0.668882	-0.316623	-0.712056
-0.652893	-0.263327	-0.730467
-0.664037	-0.236679	-0.756146
-0.668882	-0.268172	-0.706726
-0.618493	-0.248307	-0.713509
-0.652409	-0.223113	-0.714478
-0.698437	-0.225051	-0.684923
-0.704251	-0.251214	-0.691706

-0.615102	0.503645	-0.309432
-0.628183	0.458102	-0.236756
-0.625761	0.378158	-0.277454
-0.669851	0.450834	-0.310401
-0.71927	0.490563	-0.468834
-0.630121	0.612174	-0.58996
-0.970729	0.375251	-0.508563
-1.01627	0.137844	-0.620484
-0.74931	0.261392	-0.754692
-0.845242	0.164491	-0.724653
-0.816171	-0.00993061	-0.726591
-0.913557	-0.0283418	-0.701881
-0.836036	-0.0816374	-0.723684
-0.639811	-0.149468	-0.620484
-0.629152	-0.086967	-0.552653
-0.627214	-0.153829	-0.579786
-0.610257	-0.199372	-0.644225
-0.661614	-0.207124	-0.627752
-0.673727	-0.233288	-0.680078
-0.670335	-0.225051	-0.73192
-0.71491	-0.198403	-0.74694
-0.666944	-0.240555	-0.707695
-0.680025	-0.18726	-0.69752
-0.656285	-0.169333	-0.721746
-0.644657	-0.232803	-0.729982
-0.663552	-0.244431	-0.739672
-0.633513	-0.226989	-0.743548
-0.651924	-0.211485	-0.713509
-0.759969	-0.239586	-0.590929
-0.752217	-0.243947	-0.617577
-0.786132	-0.200341	-0.606433
-0.889332	-0.201795	-0.616124
-0.839428	-0.242009	-0.593836
-0.715394	-0.286583	-0.581239
-0.714425	-0.268657	-0.600619
-0.710065	-0.262358	-0.599166
-0.688747	-0.273986	-0.619031
-0.724115	-0.262842	-0.641802
-0.776442	-0.277862	-0.634535
-0.769659	-0.261389	-0.666512
-0.816656	-0.220206	-0.737734
-0.83216	-0.20131	-0.660214
-0.647564	-0.24104	-0.584146
-0.649502	-0.162065	-0.707695
-0.725569	-0.0966571	-0.773103
-0.707158	-0.170786	-0.639864
-0.60735	-0.253637	-0.645678
-0.671789	-0.212938	-0.687346
-0.746887	-0.170302	-0.703334
-0.70522	-0.210031	-0.691706
-0.681479	-0.218752	-0.67814
-0.713456	-0.215845	-0.698489
-0.699406	-0.222144	-0.716901
-0.718786	-0.206155	-0.745486
-0.750279	-0.245885	-0.659245
-0.68584	-0.204217	-0.63405
-0.696983	-0.163034	-0.637442
-0.759	-0.166426	-0.60498

-0.656769	0.569538	-0.484823
-0.678572	0.431454	-0.434434
-0.707642	0.454226	-0.376778
-0.637873	0.368468	-0.40391
-0.68051	0.448896	-0.379685
-0.657738	0.496862	-0.368057
-0.580702	0.709075	-0.229488
-1.01676	0.55258	-0.329296
-0.742042	0.458586	-0.655368
-0.863653	0.216333	-0.611278
-0.742527	0.153832	-0.633081
-0.814718	0.217302	-0.603042
-0.873828	0.210035	-0.736765
