-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.975813	-0.207681	-0.0991132
-0.996653	-0.231914	-0.165027
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-0.944794	-0.250331	-0.209615
-1.13139	-0.156307	-0.207677
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-1.10715	-0.142737	-0.120438
-0.858041	-0.247423	-0.0874814
-0.858041	-0.247423	-0.0874814
-0.858041	-0.247423	-0.0874814
-0.858041	-0.247423	-0.0874814
-1.00828	-0.271171	-0.141763
-1.00828	-0.271171	-0.141763
-1.00828	-0.271171	-0.141763
-1.00828	-0.271171	-0.141763
-0.790673	-0.17327	-0.163088
-0.790673	-0.17327	-0.163088
-0.790673	-0.17327	-0.163088
-0.790673	-0.17327	-0.163088
-0.790673	-0.17327	-0.163088
-0.790673	-0.17327	-0.163088
-0.821691	-0.191687	-0.205738
-0.821691	-0.191687	-0.205738
-0.97242	-0.119473	-0.163088
-0.97242	-0.119473	-0.163088
-0.97242	-0.119473	-0.163088

-0.97242	-0.121412	-0.159211
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.982113	-0.125289	-0.171327
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.974359	-0.235306	-0.206707
-0.919108	-0.190718	-0.270682
-0.919108	-0.190718	-0.270682
-0.919108	-0.190718	-0.270682
-0.919108	-0.190718	-0.270682
